state,action,reward,next_state,done,game_name
"
At ""Y2""
You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east. There is a large ""Y2"" on a rock in the room's center.",WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,west,0,"
At Window on Pit
You're at a low window overlooking a huge pit, which extends up out of sight. A floor is indistinctly visible over 50 feet below. Traces of white mist cover the floor of the pit, becoming thicker to the right. Marks in the dust around the window would seem to indicate that someone has been here recently. Directly across the pit from you and 25 feet away there is a similar window looking into a lighted room. A shadowy figure can be seen there peering back at you.",False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,say plugh,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a small bottle (which is empty), a treasure chest, a black rod with a rusty star on the end, some precious jewelry, many rare coins, some diamonds, a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,say plugh,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a small bottle (which is empty), a treasure chest, a black rod with a rusty star on the end, some precious jewelry, many rare coins, some diamonds, a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,say plugh,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a small bottle (which is empty), a treasure chest, a black rod with a rusty star on the end, some precious jewelry, many rare coins, some diamonds, a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,say fee,0,Ok.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,say plugh,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a small bottle (which is empty), a treasure chest, a black rod with a rusty star on the end, some precious jewelry, many rare coins, some diamonds, a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,WAIT,0,Time passes.,False,train/training_data_advent.z5_p_rand_0.5.csv
Time passes.,west,10,"
At Window on Pit
You're at a low window overlooking a huge pit, which extends up out of sight. A floor is indistinctly visible over 50 feet below. Traces of white mist cover the floor of the pit, becoming thicker to the right. Marks in the dust around the window would seem to indicate that someone has been here recently. Directly across the pit from you and 25 feet away there is a similar window looking into a lighted room. A shadowy figure can be seen there peering back at you.

The sepulchral voice intones, ""The cave is now closed."" As the echoes fade, there is a blinding flash of light (and a small puff of orange smoke). . . 

As your eyes refocus, you look around...

NE End of Repository
You are at the northeast end of an immense room, even larger than the giant room. It appears to be a repository for the ""Adventure"" program. Massive torches far overhead bathe the room with smoky yellow light. Scattered about you can be seen a pile of bottles (all of them empty), a nursery of young beanstalks murmuring quietly, a bed of oysters, a bundle of black rods with rusty stars on their ends, and a collection of brass lanterns. Off to one side a great many dwarves are sleeping on the floor, snoring loudly. A sign nearby reads: ""Do not disturb the dwarves!""

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

Your lamp is here, gleaming brightly.
There is an enormous oyster here with its shell tightly closed.

You can also see a black rod with a rusty star on the end and a small bottle (which is empty) here.

[Your score has just gone up by ten points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Time passes.

The sepulchral voice intones, ""The cave is now closed."" As the echoes fade, there is a blinding flash of light (and a small puff of orange smoke). . . 

As your eyes refocus, you look around...

NE End of Repository
You are at the northeast end of an immense room, even larger than the giant room. It appears to be a repository for the ""Adventure"" program. Massive torches far overhead bathe the room with smoky yellow light. Scattered about you can be seen a pile of bottles (all of them empty), a nursery of young beanstalks murmuring quietly, a bed of oysters, a bundle of black rods with rusty stars on their ends, and a collection of brass lanterns. Off to one side a great many dwarves are sleeping on the floor, snoring loudly. A sign nearby reads: ""Do not disturb the dwarves!""

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

Your lamp is here, gleaming brightly.
There is an enormous oyster here with its shell tightly closed.

You can also see a black rod with a rusty star on the end and a small bottle (which is empty) here.

[Your score has just gone up by ten points.]",take lamp,0,Taken.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
SW End of Repository
You are at the southwest end of the repository. To one side is a pit full of fierce green snakes. On the other side is a row of small wicker cages, each of which contains a little sulking bird. In one corner is a bundle of black rods with rusty marks on their ends. A large number of velvet pillows are scattered about on the floor. A vast mirror stretches off to the northeast. At your feet is a large steel grate, next to which is a sign which reads, ""TREASURE VAULT. Keys in main office.""

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

A cheerful little bird is sitting here singing.

The grate is closed.

A three foot black rod with a rusty mark on one end lies nearby.

You can also see a velvet pillow here.",take rod,0,Taken.,False,train/training_data_advent.z5_p_rand_0.5.csv
"enormous mirror: That's fixed in place.
velvet pillow: Taken.
little bird: You can catch the bird, but you cannot carry it.
steel grate: That's fixed in place.
black rod with a rusty mark on the end: Taken.
collection of adventure game materials: Realizing that by removing the loot here you'd be ruining the game for future players, you leave the ""Adventure"" materials where they are.",NE,0,"
NE End of Repository

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

Your lamp is here, gleaming brightly.
There is an enormous oyster here with its shell tightly closed.

You can also see a black rod with a rusty star on the end and a small bottle (which is empty) here.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
NE End of Repository

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

Your lamp is here, gleaming brightly.
There is an enormous oyster here with its shell tightly closed.

You can also see a black rod with a rusty star on the end and a small bottle (which is empty) here.",southwest,0,"
SW End of Repository

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

A cheerful little bird is sitting here singing.

The grate is closed.",False,train/training_data_advent.z5_p_rand_0.5.csv
"black rod with a rusty mark on the end: Dropped.
velvet pillow: Dropped.",SW,0,"
SW End of Repository

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

A cheerful little bird is sitting here singing.

The grate is closed.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
SW End of Repository

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

A cheerful little bird is sitting here singing.

The grate is closed.",northeast,0,"
NE End of Repository

An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.

Your lamp is here, gleaming brightly.
There is an enormous oyster here with its shell tightly closed.

You can also see a velvet pillow, a black rod with a rusty mark on the end, a black rod with a rusty star on the end and a small bottle (which is empty) here.",False,train/training_data_advent.z5_p_rand_0.5.csv
"




Welcome to Adventure!
(Please type HELP for instructions and information.)


ADVENTURE
The Interactive Original
By Will Crowther (1976) and Don Woods (1977)
Reconstructed in three steps by:
Donald Ekman, David M. Baggett (1993) and Graham Nelson (1994)
[In memoriam Stephen Bishop (1820?-1857): GN]

Release 9 / Serial number 060321 / Inform v6.31 Library 6/11 S

At End Of Road
You are standing at the end of a road before a small brick building. Around you is a forest. A small stream flows out of the building and down a gully.",E,0,"
Inside Building
You are inside a building, a well house for a large spring.

There are some keys on the ground here.

There is tasty food here.

There is a shiny brass lamp nearby.

There is an empty bottle here.",False,train/training_data_advent.z5_p_rand_0.5.csv
